,a,b
0,0.2965468930612889,7.384750532168042
1,3.9640090745840824,-5.564559003216251
2,-2.4761740091433855,-0.459380355110922
3,3.4922507016375732,6.2467054635965535
4,0.9347095748349288,9.289700162961829
5,1.6568029691750925,9.96417617043135
6,0.7862250123916978,-6.656556958832363
7,-9.70724813256024,3.026369909002458
8,6.953963746459051,5.70754149918791
9,1.78205077910582,-4.4224833667824175
10,-9.085725892740285,5.834404606289592
11,4.595151240728175,-5.732358564562683
12,6.548229525724685,4.436956531563441
13,8.926333266742407,6.349851994701941
14,-10.270085637317496,4.050360322476581
15,9.789647261357944,6.340828645107398
16,-1.6861138599942556,-1.2604394696993202
17,-1.9966931010346676,2.2067351239946356
18,-0.7491646861548538,7.537002743268412
19,-8.58915729121862,3.726328329256891
20,-2.7431831598790546,0.4559792407796742
21,2.4090461874495377,8.441677519102145
22,7.321995356223438,6.476779411263361
23,3.1056284113916033,-6.290169902021153
24,1.8104615321968132,-5.101745671751345
25,-9.964458221296079,4.214357902193237
26,-1.28389188258147,1.8467008386961326
27,-1.4247157273432154,0.4911556660274998
28,3.5000004546239425,-6.477097775219392
29,-9.501399058108591,4.2916361525168645
30,1.6461933942814504,10.086369110095662
31,8.24531456225884,6.207266598431537
32,-8.956071335228058,4.742924283621545
33,-1.820673650112397,-0.8027154824808935
34,-2.5451090385884307,0.6519798977011952
35,-9.606470308600455,2.9388825192206594
36,-1.3534864118721819,-0.3171441061212452
37,2.2846718963680295,6.436815467271013
38,-1.8445577803130815,-0.6617425004849691
39,8.639697083998644,5.776775816521699
40,-3.182472999586242,0.03234158777478763
41,4.037073523643048,-8.003603771542757
42,-10.326430892390894,2.7645806750963406
43,-0.02355261257861163,7.842617259434191
44,2.203019239035772,9.01281215105913
45,-8.234339016597875,4.690743853099177
46,-7.808015546505544,5.457178930392973
47,-1.792782273015327,1.1328790721661024
48,-10.523171412770942,2.678389439747515
49,7.959298686611529,6.7450853915250875
50,5.48349556447451,6.300924908618792
51,-1.2097421166827005,-1.9477764149607877
52,-1.9688785220957903,1.6980504149634421
53,1.1852214083478319,7.408436250331222
54,2.178167315879185,7.340142155379171
55,7.107936865092799,5.505327279272448
56,0.47867713208558094,8.751022216024424
57,-6.861642815782703,4.505388450425113
58,-8.527350981758168,3.240833567675975
59,8.551125893976193,4.284169843175134
60,-7.908994400292937,3.8767232929893596
61,8.183559203940744,7.358965686720108
62,8.165406608075974,5.690142225400028
63,1.207498088177887,8.652193029135702
64,-10.940425810786596,2.491132398819692
65,5.184828184187852,-5.679934388469258
66,2.121554979406427,-5.928009708618522
67,-2.427315062392251,0.32439628078105254
68,3.680852956296041,-5.765832301736539
69,-2.693249319392028,0.7875164859881817
70,-8.598016080894624,3.5649531920507327
71,-8.654061337968821,5.707618044418237
72,-4.01184723895759,1.1545687693056284
73,1.1745067400007008,-7.02614760406493
74,2.747353999981316,-6.758831843572052
75,-8.96700057836084,4.172972467048282
76,2.919959953589708,6.9776659951806375
77,7.522136252042198,5.9747789401393705
78,4.777751486253566,-6.535479299957158
79,-9.04153928899111,4.753768405203158
80,8.958041290770788,7.078311228762211
81,-9.36320710069906,3.1286370322609884
82,2.396328769913398,8.527648238283117
83,7.861165471705978,6.666310637743788
84,-10.405419505425115,3.458151994611872
85,-0.7748660112045305,0.9069324258396927
86,2.3988309651028676,-5.146633065149107
87,-10.842864624883696,3.124537982419156
88,-1.9432408236575074,1.2370449593688608
89,-8.461326268766378,3.7990046515578237
90,-3.1975043126757345,0.6708044947829417
91,1.64030008164365,8.173444128278321
92,7.784913868700515,6.858725229902926
93,2.606385892499457,7.8180965003478615
94,8.95022284832423,5.285567397576882
95,2.8155079385810255,7.860803271672815
96,1.1807045919308967,8.666299737169751
97,6.872185224996934,5.155511722543251
98,3.1829296497900312,-5.523999970495172
99,-0.13241655436407918,9.112874676946262
100,-2.5310105105745495,0.2898872263251601
101,-0.4624068464377702,-1.199811834579352
102,-3.1951229077805876,-0.7796534671263677
103,-9.477408561018683,2.925703983073776
104,2.2896857396417083,6.403173822881517
105,7.766125993952182,7.752315633378992
106,3.3119358104384533,-5.593877354579051
107,2.41347214474122,-6.809978391521421
108,1.223185258904837,8.545407303504804
109,9.265484316815392,6.460522370816298
110,1.0681595231137633,10.703573951791713
111,5.977060932719258,5.083021792627706
112,0.7376790739922343,6.51013374995613
113,-2.25982914181419,1.1214806595885505
114,2.7444577217603867,-6.133495680312231
115,-8.54916752136276,5.417721000719553
116,-10.370981290631722,2.979246756137124
117,-1.3573370815252805,0.116079372777868
118,3.8116022684160207,-5.3393520550771925
119,3.375632389434909,-6.545360200172003
120,1.969353296060043,8.040341216154205
121,0.48077795512819566,9.156384438606503
122,-7.910600078591257,4.077176534704899
123,-9.284612627711917,3.1495001046966484
124,-2.45008957449194,1.3545301459011134
125,7.7516406012229435,5.569616264494219
126,-1.1193356043295835,0.7990508925616073
127,4.163523621880207,-5.599871743667316
128,1.89851969718714,8.164721935270256
129,7.574229249776237,6.756355460574448
130,8.451373977661222,4.6645826725433315
131,-9.456126930960313,3.005313202693023
132,-2.3487867627675874,0.4403082726560871
133,-2.6061320792551976,-0.5415941440370946
134,-3.3671910064857813,0.20258371346616588
135,8.928532914150491,5.2370482235899924
136,3.01411186911489,7.562809179574104
137,3.814189495462679,-6.862771951586821
138,1.3955261770966403,-6.265378545801815
139,-1.1819836630455172,2.1455406702185007
140,-2.9090244937335097,1.3283072305073482
141,1.296201945335767,7.793505494185965
142,-10.07451108063695,4.754506703056836
143,4.8856335672043265,-7.084894540320354
144,2.046247209396208,8.847870934558536
145,-12.302264954731836,5.365797117533061
146,0.09732875633771876,8.960301709705918
147,9.58574977344172,6.071864186179871
148,1.9739768588751296,7.719533471679726
149,1.297020573058491,8.222888435727082
150,-8.749160485134418,2.541236663603393
151,-10.074702046494535,4.7846537516584515
152,1.3345408917626183,-5.655327063761419
153,5.475090735814858,5.482436095669069
154,0.6737422618379176,8.424895746406797
155,9.262108639791235,5.320042548452167
156,1.4020196890990422,8.16566412490514
157,2.427000620508335,-7.419308331267735
158,2.536651570597682,-5.448349755997884
159,2.1269574759681227,6.470264222753437
160,2.443845112343719,-6.743515213973884
161,8.754387295402125,6.665683621303511
162,9.158604005829998,7.3364550930607795
163,8.357852552871824,6.024124361125672
164,3.598620032417221,-4.7664843700414945
165,-10.114313323641651,3.849598527445745
166,3.6544248700800845,-6.006285555291944
167,6.498549686696122,7.945540579892044
168,-9.275137577088158,3.5505660312548857
169,5.09017733388373,-5.207513209869239
170,-10.567671686370353,4.084618415511456
171,3.911156741153162,8.361278620128793
172,5.771834922987095,7.88870996231742
173,3.1135214168934544,-6.059106662513882
174,-10.00761406239012,4.159771010747632
175,-1.9638635528242347,-0.010335262088657093
176,1.3726208323796611,8.425032995260802
177,7.348108070292636,8.073998520744457
178,-9.147962635163978,1.2466682787233734
179,4.217210533688769,-5.170730995397333
180,2.617779465824856,9.45981246437857
181,7.8478334162010945,4.918802336833243
182,7.575878834337015,5.878950823423458
183,1.3308537857141942,5.864698399311119
184,2.971944103669353,-6.241037958337566
185,-1.1954858555415895,-0.32240735268618426
186,2.363095282615028,7.965146150576349
187,2.5059732690249814,-5.4483599729488
188,5.615007343392238,6.718226594708157
189,3.5367314663462603,-7.110999667004344
190,-9.604296768738521,3.035883174014006
191,0.4069692525830382,8.148852073995004
192,2.7404148638437498,-5.946898082144057
193,2.799591915011505,7.804209998530466
194,-9.63398386073884,4.452073549824681
195,3.586259742816085,-5.353031103302625
196,-8.514775377705032,4.8614777892932555
197,2.8240410536910563,8.424713072458529
198,-1.785612019058693,0.1629388294080028
199,2.9771326045319055,7.042111444362824
200,4.025429648584831,-6.683021199002094
201,2.7222015070664836,-4.587708663211603
202,0.7435048229396171,7.580497192735046
203,2.3331701096142785,-7.095874852439367
204,6.391749290625721,6.832453204020334
205,4.229291055409089,-6.1312093802356085
206,-3.3290833984336885,-0.3415844071628098
207,1.7741812823005216,6.686497075678608
208,-3.724125108628792,0.49196382495395496
209,1.7723740653800015,7.265571076196603
210,-10.70416596177663,3.118271952095311
211,2.3292556255043158,7.177880729040114
212,-1.7048424721564963,-0.9767950764008997
213,-8.318179120448896,3.993945492272569
214,2.4759856086417456,9.205639531878614
215,1.9551327140945671,8.14130504784439
216,-2.704754271300514,-0.23312420826534797
217,2.9394734687741044,-7.263137503871661
218,-2.1100416323466176,0.4926678063727402
219,7.342810655421099,4.9460428558055645
220,7.017615013113684,5.714503763639511
221,-8.37699642428388,3.3803770454658335
222,-10.207269610505652,4.148376668709413
223,7.79081751351562,6.246194660750463
224,-7.947559679424007,3.7711861844748045
225,1.7301720125710016,6.419189235889972
226,1.9808788135090492,8.4291996302813
227,2.2352871711072355,-7.393461467950648
228,-8.68895242057085,3.772540011049347
229,2.0377447377405673,6.5830459509919415
230,-3.1337734634911087,-0.2345755704346686
231,3.557436356396933,-7.3403361930461255
232,8.16276872243926,7.343606646994782
233,-9.311855956622077,4.250283227935661
234,-2.3169335929679415,-0.0737548630485167
235,1.9081664939341594,9.292734412439131
236,-9.621553961079583,2.2838320511361454
237,4.577181809713736,-6.5206071206775045
238,-8.619900318660257,3.521057194323502
239,-8.915280156737088,3.650351116882856
240,6.649729076603197,5.786525172100201
241,-1.9585450931415307,0.15938976759890336
242,-3.001069426747304,-0.6723081591456623
243,3.8463104453020347,-7.96399536071362
244,6.1647808926906755,6.205396709354743
245,4.255361947253457,-6.577143774268172
246,7.1334737409846785,6.874015118532852
247,7.666961583745241,8.228695232096518
248,6.310435612928328,6.673477972770319
249,4.801974372605416,-6.263512799167149
250,8.727488430903321,6.707611831449237
251,1.4505976149922148,-5.676406559171975
252,1.9955837883646503,7.756095091349066
253,-8.846067132872204,4.701938112842532
254,3.019083938181537,-4.61902005008449
255,-8.696932104978652,3.657577518676905
256,-1.7288045971538812,-0.2439889120031321
257,8.099687657050428,4.572632433863923
258,8.823039652529882,6.3219988172901695
259,-4.204482780250575,1.3642548059391468
260,0.20639973591114114,8.806505244186946
261,2.5316939818904114,-8.660987578152936
262,10.244899604363788,7.857541799613955
263,6.1260388476542325,6.119834757078374
264,1.2605506485361353,9.331013661690218
265,-3.005799914791356,1.3377859547199598
266,-2.3128934940856807,2.3972023016868436
267,0.6955025006212516,7.486200211290475
268,-10.312632011620158,5.039303668965381
269,3.368608661166514,7.8006127274635775
270,8.736359494686843,5.772074888788994
271,-10.538637727495601,4.312139394793109
272,2.4990047377499893,7.459226256183597
273,5.440786658094882,-6.1272282655726
274,-9.49821778280908,4.150484169387337
275,8.781679573122258,5.917612724495998
276,-8.027468223825014,4.321019838169767
277,4.430796262313337,-6.357370218404982
278,-8.160247421426646,4.258346231194305
279,-3.5739551413734834,0.06386693271406019
280,1.2833176375129325,-7.088949748402572
281,1.9823911296203263,8.650327607023085
282,3.1574355879250144,6.253766778837077
283,1.833097975003543,8.340179659703347
284,-2.5373593564952035,0.9499455860588161
285,7.880794497624871,6.716182858491017
286,3.391078094139969,-6.6046726648697005
287,1.6688043581801624,7.544844701734264
288,-0.46242725156914877,0.9593794117122313
289,8.694456371392597,6.647306582870082
290,8.62803739196147,8.335201483474055
291,-2.7681273315416077,0.8759514660874637
292,6.850547313285007,7.345053728213783
293,-4.549606533091447,0.6852732356856602
294,1.5705333248736357,8.184174100268457
295,-4.893977060130915,1.2366937850315995
296,8.196367313045817,4.386048987195091
297,-3.4358161551860418,-0.3795662806597032
298,2.2639299572006433,7.841537353500893
299,3.843854616987655,-6.082649298910234
